MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,HouseAge,RemodAge,TotalBath,TotalPorchSF,HasGarage,HasBasement,HasFireplace,HasPool,QualityIndex,SalePrice
20,RL,75.0,11310,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,1,1,0,1,0,1367,1367,GasA,5,1,SBrkr,1375,0,0,1375,0,0,1,0,2,1,3,5,Typ,1,3,Attchd,1954.0,1,2,451,3,3,Y,0,30,0,0,0,0,0,nan,nan,0,6,2006,WD,Normal,2742,52,52,1.0,30,1,1,1,0,5.5,140000
60,RL,72.0,11317,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,4,3,PConc,4,3,1,1,0,1,0,840,840,GasA,5,1,SBrkr,840,828,0,1668,0,0,2,1,3,1,4,8,Typ,0,0,Attchd,2003.0,2,2,500,3,3,Y,144,68,0,0,0,0,0,nan,nan,0,9,2007,WD,Normal,2508,4,4,2.5,68,1,1,0,0,6.0,180000
50,RL,69.0,159000,Pave,nan,2,Low,AllPub,CulDSac,1,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,4,3,697,1,0,747,1444,GasA,4,1,SBrkr,1444,700,0,2144,0,1,2,0,4,1,4,7,Typ,2,3,Attchd,1958.0,3,2,389,3,3,Y,0,98,0,0,0,0,0,nan,Shed,500,6,2007,WD,Normal,3588,49,1,2.5,98,1,1,1,0,6.5,277000
30,RL,55.0,5350,Pave,nan,3,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,BrkFace,0.0,3,1,CBlock,3,3,1,1,0,1,0,728,728,GasA,5,1,SBrkr,1306,0,0,1306,0,0,1,0,3,1,2,6,Mod,0,0,nan,1980.0,0,0,0,0,0,Y,263,0,0,0,0,0,0,GdWo,Shed,450,5,2010,WD,Normal,2034,70,44,1.0,0,0,1,0,0,2.5,76500
120,RM,44.0,4750,Pave,nan,3,HLS,AllPub,Inside,2,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4,3,PConc,4,3,4,6,1573,1,0,0,1573,GasA,5,1,SBrkr,1625,0,0,1625,1,1,2,0,2,1,4,5,Typ,1,4,Attchd,2006.0,3,2,538,3,3,Y,123,0,0,0,153,0,0,nan,nan,0,12,2007,WD,Family,3198,1,0,3.5,153,1,1,1,0,6.5,235000
60,RL,65.0,8366,Pave,nan,3,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,1,0,1,0,798,798,GasA,5,1,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,2004.0,2,2,520,3,3,Y,138,45,0,0,0,0,0,nan,nan,0,12,2008,WD,Normal,2438,4,4,2.5,45,1,1,0,0,5.5,173000
80,RL,85.0,9350,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,4,3,4,2,270,5,580,452,1302,GasA,5,1,SBrkr,1302,0,0,1302,0,1,2,0,3,1,4,7,Min1,0,0,Attchd,1964.0,2,1,309,3,3,Y,333,0,0,0,0,0,0,MnPrv,nan,0,10,2007,CWD,Normal,2604,43,16,2.5,0,1,1,0,0,6.5,158000
20,RL,70.0,8400,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,CBlock,3,3,1,3,922,1,0,392,1314,GasA,3,1,SBrkr,1314,0,0,1314,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1957.0,2,1,294,3,3,Y,250,0,0,0,0,0,0,nan,nan,0,6,2010,WD,Normal,2628,53,53,2.0,0,1,1,0,0,5.5,145000
60,RL,66.0,8738,Pave,nan,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,1,1,0,1,0,975,975,GasA,5,1,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,1999.0,3,2,429,3,3,Y,192,0,0,0,0,0,0,nan,nan,0,2,2006,WD,Normal,3266,7,7,2.5,0,1,1,1,0,6.0,230000
60,FV,64.0,8791,Pave,nan,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,3,503,1,0,361,864,GasA,5,1,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2003.0,2,2,673,3,3,Y,216,56,0,0,0,0,0,nan,nan,0,5,2008,WD,Normal,2592,5,5,2.5,56,1,1,0,0,5.5,207500
20,RL,68.0,8814,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,4,3,PConc,4,3,1,6,1334,1,0,270,1604,GasA,5,1,SBrkr,1604,0,0,1604,1,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,2,2,660,3,3,Y,123,110,0,0,0,0,0,nan,nan,0,3,2009,WD,Abnorml,3208,3,3,3.5,110,1,1,1,0,6.0,220000
60,RL,80.0,12435,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4,3,1,6,361,1,0,602,963,GasA,5,1,SBrkr,963,829,0,1792,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,2001.0,2,2,564,3,3,Y,0,96,0,245,0,0,0,nan,nan,0,5,2008,WD,Normal,2755,7,7,2.5,341,1,1,1,0,6.0,231500
20,RM,70.0,12702,Pave,nan,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,3,3,PConc,0,0,0,0,0,0,0,0,0,GasA,4,1,FuseA,882,0,0,882,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,1,1,308,3,3,Y,0,45,0,0,0,0,0,nan,nan,0,12,2008,WD,Normal,882,52,52,1.0,45,1,0,0,0,5.0,97000
80,RL,120.0,19296,Pave,nan,4,Lvl,AllPub,Corner,3,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,3,3,4,3,672,5,690,0,1362,GasA,3,1,SBrkr,1382,0,0,1382,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1991.0,1,2,884,3,3,Y,0,0,252,0,0,0,0,GdWo,nan,0,5,2009,WD,Normal,2744,47,47,2.0,252,1,1,1,0,5.5,176000
60,RL,69.0,9588,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5,3,1,1,0,1,0,1482,1482,GasA,5,1,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,5,10,Typ,1,4,BuiltIn,2007.0,3,3,868,3,3,Y,0,148,0,0,0,0,0,nan,nan,0,11,2007,New,Partial,4056,0,0,2.5,148,1,1,1,0,6.5,276000
80,RL,88.0,8471,Pave,nan,3,Lvl,AllPub,Corner,3,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,4,4,3,5,506,1,0,0,506,GasA,3,1,SBrkr,1212,0,0,1212,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1978.0,1,2,492,3,3,Y,292,12,0,0,0,0,0,GdWo,nan,0,7,2006,WD,Normal,1718,29,11,2.0,12,1,1,1,0,6.5,151000
50,RM,50.0,5500,Pave,nan,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,BrkTil,3,3,1,2,234,5,692,0,926,GasA,3,1,SBrkr,926,0,390,1316,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1974.0,1,2,484,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,4,2010,WD,Normal,1852,81,9,2.0,0,1,1,0,0,6.0,130000
30,RM,30.0,5232,Pave,Grvl,1,Bnk,AllPub,Inside,3,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,BrkTil,2,3,1,1,0,1,0,680,680,GasA,4,0,FuseP,764,0,0,764,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1965.0,1,2,504,3,3,N,0,0,0,0,0,0,0,nan,nan,0,6,2008,WD,Normal,1444,83,4,1.0,0,1,1,0,0,5.0,73000
20,RL,78.0,12090,Pave,nan,3,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,4,3,1,6,588,2,228,606,1422,GasA,3,1,SBrkr,1422,0,0,1422,0,0,2,0,3,1,4,7,Typ,1,3,Attchd,1981.0,3,2,576,3,3,Y,276,0,0,0,0,0,0,GdPrv,nan,0,6,2008,WD,Normal,2844,27,27,2.0,0,1,1,1,0,6.0,175500
60,RL,70.0,11207,Pave,nan,3,HLS,AllPub,FR2,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,3,6,714,1,0,88,802,GasA,4,1,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,1997.0,3,2,413,3,3,Y,95,75,0,0,0,0,0,nan,nan,0,6,2006,WD,Normal,2313,9,9,3.5,75,1,1,1,0,5.5,185000
75,RL,60.0,8400,Pave,nan,4,Bnk,AllPub,Inside,2,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,PConc,3,3,1,2,378,1,0,342,720,GasA,5,1,SBrkr,1052,720,420,2192,0,0,2,1,4,1,4,8,Typ,1,4,Detchd,1939.0,1,1,240,3,3,Y,262,24,0,0,0,0,0,nan,nan,0,7,2008,WD,Normal,2492,69,11,2.5,24,1,1,1,0,6.5,179500
30,RM,71.0,6900,Pave,nan,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3,3,1,5,403,3,125,212,740,GasA,5,1,SBrkr,778,0,0,778,0,0,1,0,2,1,3,4,Typ,1,4,Detchd,1966.0,3,1,924,5,5,Y,0,25,0,0,0,0,0,nan,nan,0,2,2008,WD,Normal,1518,68,53,1.0,25,1,1,1,0,5.5,120500
20,RL,69.0,7917,Pave,nan,3,Lvl,AllPub,Corner,3,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,1,4,751,1,0,392,1143,GasA,3,1,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,6,Typ,1,2,Attchd,1987.0,2,1,504,3,4,Y,370,30,0,0,0,0,0,GdPrv,nan,0,5,2007,WD,Normal,2256,31,31,2.5,30,1,1,1,0,6.5,148000
60,FV,84.0,10728,Pave,nan,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,2,1,0,1,0,1095,1095,GasA,4,1,SBrkr,1095,844,0,1939,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,2,3,1053,3,3,Y,192,51,0,0,0,0,0,nan,nan,0,8,2006,New,Partial,3034,0,0,2.5,51,1,1,1,0,6.5,266000
20,RL,73.0,39104,Pave,nan,3,Low,AllPub,CulDSac,1,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,BrkFace,0.0,3,3,CBlock,4,3,4,2,226,6,1063,96,1385,GasA,5,1,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,5,Mod,2,3,Attchd,1954.0,1,2,439,3,3,Y,81,0,0,0,0,0,0,nan,nan,0,4,2008,WD,Normal,2748,54,3,2.0,0,1,1,1,0,7.0,241500
60,RL,92.0,11764,Pave,nan,3,Lvl,AllPub,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,1,6,524,1,0,628,1152,GasA,5,1,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,4,9,Typ,1,4,Attchd,1999.0,3,3,671,3,3,Y,132,57,0,0,0,0,0,nan,nan,0,4,2010,WD,Normal,3422,11,3,2.5,57,1,1,1,0,7.5,290000
20,RL,80.0,9600,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,1,3,620,2,620,0,1240,GasA,4,1,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,6,Min1,1,4,Attchd,1958.0,2,1,338,3,3,Y,289,0,0,0,0,0,0,MnPrv,nan,0,4,2009,WD,Normal,2872,51,21,3.0,0,1,1,1,0,6.0,139000
20,RL,76.0,8314,Pave,nan,4,Lvl,AllPub,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,BrkFace,0.0,3,3,CBlock,3,3,4,5,546,1,0,270,816,GasA,3,1,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,1982.0,1,1,264,3,3,Y,168,0,0,0,0,0,0,nan,nan,0,6,2007,WD,Normal,1632,25,25,1.0,0,1,1,0,0,6.0,124500
50,RL,55.0,7264,Pave,nan,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,4,4,BrkTil,3,3,1,1,0,1,0,952,952,GasW,4,0,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,Typ,0,0,Detchd,1978.0,1,2,672,3,3,Y,74,0,0,0,144,0,0,nan,nan,0,10,2009,WD,Normal,2500,84,2,2.5,144,1,1,0,0,7.0,205000
20,RL,129.0,9196,Pave,nan,3,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,5,3,1,1,0,1,0,1560,1560,GasA,5,1,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,3,2,573,3,3,Y,100,150,0,0,0,0,0,nan,nan,0,4,2010,WD,Normal,3120,7,7,2.0,150,1,1,0,0,6.0,201000
20,RL,140.0,19138,Pave,nan,4,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3,3,1,2,120,1,0,744,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1951.0,1,2,400,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,6,2010,WD,Normal,1728,59,59,1.0,0,1,1,0,0,4.5,141000
20,RL,107.0,14450,Pave,nan,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5,3,4,1,0,1,0,2121,2121,GasA,5,1,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,Typ,1,5,Attchd,2007.0,3,3,732,3,3,Y,124,98,0,0,142,0,0,nan,nan,0,5,2007,New,Partial,4242,1,0,2.5,240,1,1,1,0,7.0,415298
60,RL,83.0,10005,Pave,nan,4,Lvl,AllPub,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4,3,1,4,392,1,0,768,1160,GasA,5,1,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,Typ,1,3,Attchd,1977.0,3,2,505,3,3,Y,288,117,0,0,0,0,0,nan,nan,0,3,2008,WD,Normal,3182,31,31,2.5,117,1,1,1,0,6.0,192000
60,RL,82.0,11287,Pave,nan,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,3,6,421,1,0,386,807,GasA,4,1,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1989.0,3,2,575,3,3,Y,0,84,0,196,0,0,0,nan,nan,0,1,2007,WD,Normal,2789,18,18,2.5,280,1,1,1,0,6.5,228500
20,FV,60.0,7200,Pave,Pave,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4,3,1,6,905,1,0,357,1262,GasA,4,1,SBrkr,1262,0,0,1262,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,2006.0,3,2,572,3,3,Y,0,120,0,0,0,0,0,nan,nan,0,5,2006,New,Partial,2524,0,0,2.0,120,1,1,0,0,5.5,185000
120,RL,34.0,5063,Pave,nan,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,1,6,904,1,0,410,1314,GasA,5,1,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2008.0,2,2,626,3,3,Y,172,62,0,0,0,0,0,nan,nan,0,4,2009,ConLw,Normal,2628,2,1,3.0,62,1,1,1,0,6.0,207500
20,RL,74.0,9612,Pave,nan,4,Lvl,AllPub,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,1,1,0,1,0,1468,1468,GasA,5,1,SBrkr,1468,0,0,1468,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2008.0,3,3,898,3,3,Y,210,150,0,0,0,0,0,nan,nan,0,12,2009,New,Partial,2936,1,0,2.0,150,1,1,1,0,6.5,244600
120,RL,50.0,8012,Pave,nan,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,BrkFace,0.0,4,3,PConc,4,3,1,6,430,1,0,1145,1575,GasA,4,1,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4,5,Typ,0,0,Attchd,1992.0,2,2,529,3,3,Y,0,0,52,0,0,0,0,nan,nan,0,7,2007,WD,Normal,3150,15,15,3.0,52,1,1,0,0,5.5,179200
160,FV,35.0,4251,Pave,Pave,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,1,1,0,1,0,625,625,GasA,5,1,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,Typ,0,0,Detchd,2006.0,2,2,528,3,3,Y,0,54,0,0,0,0,0,nan,nan,0,6,2007,New,Partial,1875,1,0,2.5,54,1,1,0,0,6.0,164700
50,RL,77.0,9786,Pave,nan,3,Bnk,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,1,3,600,1,0,312,912,GasA,3,1,SBrkr,1085,649,0,1734,0,0,1,1,3,1,4,7,Typ,1,4,Attchd,1962.0,2,2,440,3,3,Y,0,0,0,0,128,0,0,GdPrv,nan,0,6,2006,WD,Normal,2646,44,25,1.5,128,1,1,1,0,6.5,159000
20,RL,69.0,8125,Pave,nan,3,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,1,4,614,1,0,244,858,GasA,3,1,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,Typ,0,0,nan,1980.0,0,0,0,0,0,Y,0,0,0,0,0,0,0,nan,nan,0,6,2006,WD,Normal,1716,35,35,1.0,0,0,1,0,0,4.0,88000
20,RL,69.0,9819,Pave,nan,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,1,4,450,1,0,432,882,GasA,3,1,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1970.0,1,1,280,3,3,Y,0,0,0,0,0,0,0,MnPrv,nan,0,2,2010,WD,Normal,1782,43,43,1.0,0,1,1,0,0,5.0,122000
70,RL,60.0,8730,Pave,nan,4,Lvl,AllPub,Inside,3,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,BrkTil,3,3,1,1,0,1,0,698,698,GasA,5,1,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,Typ,0,0,Detchd,2003.0,1,1,384,3,3,Y,0,0,0,0,259,0,0,nan,nan,0,7,2007,WD,Normal,2094,92,4,1.0,259,1,1,0,0,6.5,153575
60,RL,120.0,15611,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,3,1,0,1,0,1079,1079,GasA,5,1,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,2,2,685,4,3,Y,0,51,0,0,0,0,0,nan,nan,0,7,2006,New,Partial,2998,0,0,2.5,51,1,1,1,0,6.5,233230
190,RL,55.0,5687,Pave,Grvl,4,Bnk,AllPub,Inside,3,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,2,PConc,3,2,1,3,210,1,0,570,780,GasA,5,0,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,9,Typ,0,0,nan,1980.0,0,0,0,0,0,N,0,184,0,0,0,0,0,nan,nan,0,3,2008,WD,Normal,2496,96,8,3.0,184,0,1,0,0,5.5,135900
50,RL,60.0,11409,Pave,nan,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,1,2,292,1,0,476,768,GasA,4,1,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,Min2,1,4,Attchd,1949.0,1,1,281,3,3,Y,0,0,0,0,160,0,0,nan,nan,0,1,2009,WD,Normal,2484,60,1,1.5,160,1,1,1,0,4.5,131000
60,RL,69.0,16659,Pave,nan,3,Lvl,AllPub,Corner,3,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3,3,1,5,795,1,0,0,795,GasA,2,1,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,9,Typ,1,3,Attchd,1977.0,3,2,539,3,3,Y,0,250,0,0,0,0,0,nan,nan,0,3,2006,WD,Normal,3058,29,12,3.5,250,1,1,1,0,7.0,235000
20,RL,80.0,9600,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285,1,0,131,1416,GasA,3,1,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,Typ,2,4,Attchd,1953.0,3,2,418,3,3,Y,110,0,0,0,0,0,0,nan,nan,0,10,2009,WD,Normal,3060,56,56,2.0,0,1,1,1,0,5.5,167000
80,RL,37.0,7937,Pave,nan,3,Lvl,AllPub,CulDSac,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,3,6,819,1,0,184,1003,GasA,3,1,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1984.0,1,2,588,3,3,Y,120,0,0,0,0,0,0,GdPrv,nan,0,3,2006,WD,Normal,2006,22,22,2.0,0,1,1,0,0,6.0,142500
50,RM,75.0,13710,Pave,nan,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,1,4,420,1,0,490,910,GasA,3,1,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,Typ,0,0,Attchd,1950.0,1,1,282,3,3,Y,289,0,0,0,0,0,0,MnPrv,nan,0,6,2007,WD,Normal,2468,57,57,1.5,0,1,1,0,0,5.0,152000
60,FV,66.0,7399,Pave,Pave,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4,3,1,4,649,1,0,326,975,GasA,5,1,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,7,Typ,1,3,Detchd,1997.0,2,2,576,3,3,Y,0,10,0,0,198,0,0,nan,nan,0,6,2007,WD,Normal,2925,10,9,2.5,208,1,1,1,0,6.0,239000
